,store,sido,gungu,store_address
0,가락2호,서울,송파구,서울 송파구 가락동 75-7(서울 송파구 양재대로 62길 35 다우빌딩 1층)
1,가산디지털,서울,금천구,서울 금천구 가산동 371-6 가산비지니스센터 2층(서울 금천구 가산디지털1로 165)
2,가양,서울,강서구,서울 강서구 등촌동 75-1(서울 강서구 양천로 482 삼부르네상스 109호)
3,강서구청,서울,강서구,서울 강서구 화곡6동 987-7(서울 강서구 화곡로 289)
4,강일,서울,강동구,서울 강동구 강일동 679-3 리슈빌오피스텔(서울 강동구 아리수로 419 리슈빌오피스텔)
5,개봉1호,서울,구로구,서울 구로구 개봉동 403-159(서울 구로구 개봉로 30-1)
6,개포1호,서울,강남구,서울 강남구 개포동 1229-18(서울 강남구 논현로16길 5)
7,거여가락1호,서울,송파구,서울 송파구 가락동 180-9(서울 송파구 문정로 143)
8,건대,서울,광진구,서울 광진구 화양동 9-18(서울 광진구 아차산로 31길 13)
9,경희대,서울,동대문구,서울 동대문구 회기동 42-16(서울 동대문구 경희대로3길 20)
10,고덕1호,서울,강동구,서울 강동구 고덕동 650-1(서울 강동구 고덕로61길 116)
11,고척1호,서울,구로구,서울 구로구 개봉1동 126-4(서울 구로구 고척로 129)
12,공릉1호,서울,노원구,서울 노원구 공릉동 338-6(서울 노원구 공릉로 35길 2)
13,공릉2호,서울,노원구,서울 노원구 공릉동 461-1(서울 노원구 공릉로 235)
14,광장,서울,광진구,서울 광진구 광장동 530-13(서울 광진구 광나루로 607(광장동))
15,구로2호,서울,구로구,서울 구로구 구로동 74-30(서울 구로구 구로중앙로 18길 68)
16,구로디지털,서울,구로구,서울 구로구 구로동 826-1(서울 구로구 디지털로 26길 110)
17,구산역,서울,은평구,서울 은평구 갈현2동 464-14(서울 은평구 연서로 157)
18,구의2호,서울,광진구,서울 광진구 구의동 229-43(서울 광진구 광나루로 544)
19,금호1호,서울,성동구,서울 성동구 금호동1가 1801-3(서울 성동구 금호로 62)
20,개포1호,서울,강남구,서울 강남구 개포동 1229-18(서울 강남구 논현로16길 5)
21,논현1호,서울,강남구,서울 강남구 논현동 184-21(서울 강남구 강남대로114길 15(논현동))
22,대치1호,서울,강남구,서울 강남구 대치동936(서울 강남구 선릉로 312)
23,대치2호,서울,강남구,"서울 강남구 대치동 990번지 삼성상가 113호 1/2(서울 강남구 도곡로 516, 삼정상가 113호의 1/2)"
24,삼성1호,서울,강남구,서울 강남구 삼성동 44-18(서울 강남구 봉은사로 451)
25,세곡,서울,강남구,서울 강남구 자곡동 611(서울 강남구 자곡로 101 강남레미안힐즈상가 103호)
26,압구정신사,서울,강남구,"서울 강남구 신사동 640-5 대성빌딩 1층 1호(서울 강남구 언주로172길 29, 대성빌딩 1층 1호)"
27,역삼1호,서울,강남구,서울 강남구 역삼동 837-15(서울 강남구 강남대로 66길 16 1층)
28,일원본동,서울,강남구,"서울 강남구 수서동 747 삼성아파트 상가 104호(서울 강남구 광평로31길 27, 삼성아파트 상가 104호)"
29,청담역,서울,강남구,서울 강남구 청담동 65 진흥아파트상가(서울 강남구 학동로 87길 9 진흥아파트상가)
30,강일,서울,강동구,서울 강동구 강일동 679-3 리슈빌오피스텔(서울 강동구 아리수로 419 리슈빌오피스텔)
31,고덕1호,서울,강동구,서울 강동구 고덕동 650-1(서울 강동구 고덕로61길 116)
32,길1호,서울,강동구,서울 강동구 길동 347-31(서울 강동구 천중로 201)
33,명일1호,서울,강동구,서울 강동구 명일동 328-2(서울 강동구 구천면로 438)
34,성내,서울,강동구,"서울 강동구 성내2동 509-7 1층(서울 강동구 풍성로 143, 1층)"
35,암사1호,서울,강동구,서울 강동구 천호동 287-22(서울 강동구 올림픽로92길 11)
36,암사2호,서울,강동구,서울 강동구 암사동 446-18(서울 강동구 고덕로 85)
37,천호1호,서울,강동구,서울 강동구 천호동 550번지(서울 강동구 구천면로 216)
38,덕성여대,서울,강북구,서울 강북구 우이동 72-148(서울 강북구 삼양로 525)
39,미아1호,서울,강북구,서울 강북구 미아5동 1264-233(서울 강북구 삼양로 128)
40,미아역,서울,강북구,서울 강북구 미아동 131-8(서울 강북구 도봉로 142)
41,수유1호,서울,강북구,서울 강북구 수유동 385-2(서울 강북구 삼각산로 119)
42,수유역점,서울,강북구,서울 강북구 번동 461-127(서울 강북구 한천로 1016)
43,가양,서울,강서구,서울 강서구 등촌동 75-1(서울 강서구 양천로 482 삼부르네상스 109호)
44,강서구청,서울,강서구,서울 강서구 화곡6동 987-7(서울 강서구 화곡로 289)
45,까치산역,서울,강서구,"서울 강서구 화곡동 343-62 라인씨티 1층(서울 강서구 곰달래로 125, 라인씨티 1층)"
46,등촌,서울,강서구,서울 강서구 등촌동 649-14(서울 강서구 공항대로 509)
47,마곡1호,서울,강서구,서울 강서구 강서로 마곡동 784-11 마곡오드카운티1차 111호(서울 강서구 강서로 429 마곡오드카운티1차 111호)
48,발산역,서울,강서구,"서울 강서구 내발산동 655-6번지 1층 13호(서울 강서구 강서로 341, 1층 13호)"
49,방화2호,서울,강서구,서울 강서구 방화2동 580-27(서울 강서구 방화동로 113-1)
50,염창,서울,강서구,서울 강서구 염창동 250-16(서울 강서구 양천로 697)
51,화곡2호,서울,강서구,서울 강서구 화곡동 400-45(서울 강서구 가로공원로 227)
52,봉천2호,서울,관악구,서울 관악구 봉천동 1674-20(서울 관악구 남부순환로 1881)
53,봉천3호,서울,관악구,서울 관악구 봉천동 1632-9(서울 관악구 봉천로 604)
54,봉천4호,서울,관악구,서울 관악구 봉천동 931-12(서울 관악구 봉천로 374)
55,봉천5호,서울,관악구,서울 관악구 봉천3동 7-291(서울 관악구 관악로 274-1)
56,신림1호,서울,관악구,서울 관악구 신림4동 504-22(서울 관악구 남부순환로161가길 42)
57,신림2호,서울,관악구,서울 관악구 신림동 762-7(서울 관악구 문성로 82)
58,신림3호,서울,관악구,서울 관악구 신림9동 246-49(서울 관악구 대학길 47)
59,건대,서울,광진구,서울 광진구 화양동 9-18(서울 광진구 아차산로 31길 13)
60,광장,서울,광진구,서울 광진구 광장동 530-13(서울 광진구 광나루로 607(광장동))
61,구의2호,서울,광진구,서울 광진구 구의동 229-43(서울 광진구 광나루로 544)
62,자양1호,서울,광진구,서울 광진구 자양3동 584-28(서울 광진구 자양번영로 15)
63,자양2호,서울,광진구,서울 광진구 자양동 624-42(서울 광진구 자양로13길 40(자양동))
64,중곡1호,서울,광진구,서울 광진구 중곡동 41-37(서울 광진구 능동로 356)
65,중곡2호,서울,광진구,서울 광진구 중곡동 24-2(서울시 광진구 용마산로 109)
66,개봉1호,서울,구로구,서울 구로구 개봉동 403-159(서울 구로구 개봉로 30-1)
67,고척1호,서울,구로구,서울 구로구 개봉1동 126-4(서울 구로구 고척로 129)
68,구로2호,서울,구로구,서울 구로구 구로동 74-30(서울 구로구 구로중앙로 18길 68)
69,구로디지털,서울,구로구,서울 구로구 구로동 826-1(서울 구로구 디지털로 26길 110)
70,동양미래대학,서울,구로구,"서울 구로구 고척동 343(서울 구로구 중앙로 8길 11, 106호)"
71,신도림1호,서울,구로구,서울 구로구 신도림동 410-1 신도림6차대림@상가 902동111호(서울 구로구 신도림동 410-1 신도림6차대림@상가 902동111호)
72,오류1호,서울,구로구,서울 구로구 오류1동 10-3(서울 구로구 경인로 189-1)
73,천왕역,서울,구로구,서울 구로구 오류동 203-1 1층(서울 구로구 서해안로 2264)
74,가산디지털,서울,금천구,서울 금천구 가산동 371-6 가산비지니스센터 2층(서울 금천구 가산디지털1로 165)
75,독산1호,서울,금천구,"서울 금천구 독산동 888-20 102호,103호(서울 금천구 문성로 7, 102호,103호)"
76,시흥1호,서울,금천구,서울 금천구 시흥2동 264-17(서울 금천구 금하로 753-1)
77,시흥2호,서울,금천구,서울 금천구 시흥1동 905-5(서울 금천구 은행나무로 12)
78,공릉1호,서울,노원구,서울 노원구 공릉동 338-6(서울 노원구 공릉로 35길 2)
79,공릉2호,서울,노원구,서울 노원구 공릉동 461-1(서울 노원구 공릉로 235)
80,상계4단지,서울,노원구,"서울 노원구 상계7동 749-5 상계주공@4단지상가101호(서울 노원구 동일로 1356  101호 (상계동, 상계주공4단지아파트))"
81,상계보람,서울,노원구,서울 노원구 상계5동 456-130(서울 노원구 한글비석로52길 14)
82,석계역,서울,노원구,서울 노원구 월계1동 73-13(서울 노원구 석계로 31)
83,수락산역,서울,노원구,서울 노원구 상계동 1118(서울 노원구 동일로 1651)
84,중계1호,서울,노원구,서울 노원구 중계1동 360-9(서울 노원구 한글비석로 245)
85,중계2호,서울,노원구,서울 노원구 중계동 137-39 정진빌라 1층(서울 노원구 덕릉로 721 정진빌라 1층)
86,중계역,서울,노원구,서울 노원구 중계2동 503(서울 노원구 동일로 1279  (중계동))
87,하계1호,서울,노원구,서울 노원구 하계1동 251 청구상가 201동 101호(서울 노원구 한글비석로 89  101호 (하계동))
88,도봉동,서울,도봉구,서울 도봉구 도봉2동 623-163(서울 도봉구 마들로 689)
89,쌍문1호,서울,도봉구,"서울 도봉구 방학1동 263-75(서울 도봉구 도당로 36, 재인상가 106호)"
90,쌍문역,서울,도봉구,서울 도봉구 쌍문3동 88-127(서울 도봉구 도봉로 505)
91,창3동,서울,도봉구,서울 도봉구 창동 568-2(서울 도봉구 덕릉로 264)
92,창동,서울,도봉구,서울 도봉구 창5동 296-37(서울 도봉구 해등로 120)
93,경희대,서울,동대문구,서울 동대문구 회기동 42-16(서울 동대문구 경희대로3길 20)
94,답십리1호,서울,동대문구,서울 동대문구 답십리동 257-3(서울 동대문구 전농로 65-1)
95,서울시립대,서울,동대문구,서울 동대문구 전농1동 141-141(서울 동대문구 전농로 189)
96,신이문,서울,동대문구,서울 동대문구 이문3동 237-114(서울 동대문구 신이문로 29-1)
97,안암,서울,동대문구,서울 동대문구 제기동 142-8(서울 동대문구 안암로 122)
98,장안1호,서울,동대문구,서울 동대문구 전농3동 1-171(서울 동대문구 한천로 229)
99,장안2호,서울,동대문구,"서울 동대문구 장안동 338-6 1층(서울 동대문구 답십리로72길 60, 1층)"
100,청량리역,서울,동대문구,서울 동대문구 청량리동 50-3(서울 동대문구 왕산로 253)
101,대방1호,서울,동작구,"서울 동작구 대방동 20-25 한스빌 105호(서울특별시 동작구 등용로 101, 한스빌 105호)"
102,사당1호,서울,동작구,"서울 동작구 사당3동 155-2 1F(서울 동작구 사당로23길 2, 1층)"
103,사당3호,서울,동작구,서울 동작구 사당동 220-119(서울 동작구 사당로 185-1)
104,상도터널,서울,동작구,서울 동작구 상도1동 587(서울 동작구 흑석로 5  (상도1동))
105,신대방,서울,동작구,서울 동작구 신대방동 607-28(서울 동작구 시흥대로 646)
106,신대방삼거리,서울,동작구,서울 동작구 대방동 407-46(서울 동작구 여의대방로24길 129)
107,흑석1호,서울,동작구,서울 동작구 흑석동 180-6(서울 동작구 흑석로 116)
108,도화,서울,마포구,"서울 마포구 도화동 179-8 1,2층(서울특별시 마포구 도화길 31, 1,2층)"
109,망원2동,서울,마포구,서울 마포구 망원2동 474-15(서울 마포구 월드컵로 151)
110,상암,서울,마포구,서울 마포구 상암동 34-45(서울 마포구 월드컵북로 48길 14)
111,성산2동,서울,마포구,서울 마포구 성산동 592(서울 마포구 월드컵로 190)
112,신공덕,서울,마포구,"서울 마포구 신공덕동 159(신공덕 래미안상가 1동109호)(서울 마포구 만리재로 74, 1동 109호)"
113,신수,서울,마포구,"서울 마포구 신수동 451번지 세양청마루아파트 상가 101호(서울 마포구 독막로 209(신수동,세양청마루아파트))"
114,아현,서울,마포구,서울 마포구 아현동 774 마포래미안 푸르지오 101동 상가 114호(서울 마포구 마포대로 195 (마포래미안 푸르지오 101동 상가 114호))
115,연남,서울,마포구,서울 마포구 연남동 369-20(서울 마포구 연남로 45)
116,홍대,서울,마포구,서울 마포구 서교동 371-3(서울 마포구 양화로16길 6)
117,독립문,서울,서대문구,서울 서대문구 냉천동 228(서울 서대문구 통일로 153-1  (냉천동))
118,명지대,서울,서대문구,서울 서대문구 남가좌동 344-7(서울 서대문구 거북골로 57-1)
119,북가좌1호,서울,서대문구,서울 서대문구 응암로 11(서울 서대문구 북가좌1동 385-41)
120,북아현1호,서울,서대문구,서울 서대문구 북아현동 1006(서울 서대문구 북아현로 40)
121,신촌,서울,서대문구,서울 서대문구 창천동 41-14(서울 서대문구 명물길 21)
122,연희1호,서울,서대문구,서울 서대문구 연희3동 344-26(서울 서대문구 성산로 381)
123,홍은1호,서울,서대문구,서울 서대문구 홍제동 279-52(서울 서대문구 세검정로 89)
124,홍은사거리,서울,서대문구,서울 서대문구 홍제동 326-20(서울 서대문구 통일로 473)
125,반포1호,서울,서초구,"서울 서초구 반포동 1053 H동 26호(서울 서초구 신반포로 22, H동 26호)"
126,방배1호,서울,서초구,서울 서초구 방배동 761-8(서울 서초구 방배중앙로27길 2)
127,방배2호,서울,서초구,서울 서초구 방배3동 918-4번지(서울 서초구 방배중앙로 14)
128,서초1호,서울,서초구,서울 서초구 서초동 1357-56(서울 서초구 강남대로 43길 22-1 1층)
129,서초2호,서울,서초구,서울 서초구 서초동 1669-15(서울 서초구 서초대로56길 22)
130,서초3호,서울,서초구,서울 서초구 서초동 1579-5(서울 서초구 사임당로 31)
131,양재1호,서울,서초구,서울 서초구 양재동 327-2(서울 서초구 동산로 6)
132,잠원1호,서울,서초구,서울 서초구 잠원동 15-4(서울 서초구 나루터로 69)
133,금호1호,서울,성동구,서울 성동구 금호동1가 1801-3(서울 성동구 금호로 62)
134,성수1호,서울,성동구,서울 성동구 성수동2가 235-1(서울 성동구 동일로 41)
135,성수역,서울,성동구,서울 성동구 성수동2가 289-251(서울 성동구 아차산로 7길 10-1)
136,왕십리1호,서울,성동구,"서울 성동구 하왕십리2동 988-2 1층(서울 성동구 무학봉15길 8, 1층)"
137,왕십리도선,서울,성동구,서울 성동구 홍익동 131-1(서울 성동구 고산자로281 1층)
138,응봉,서울,성동구,"서울 성동구 응봉동 100 상가내 1층(서울 성동구 독서당로62길 43  상가내 1층 (응봉동, 대림아파트))"
139,동덕여대,서울,성북구,서울 성북구 하월곡동 17-1(서울 성북구 화랑로 103)
140,동소문,서울,성북구,"서울 성북구 동소문동 6가 227 1층(서울 성북구 아리랑로 21-1, 1층)"
141,보문역,서울,성북구,서울 성북구 보문동2가 40(서울 성북구 보문로 129-8  (보문동2가))
142,석관장위,서울,성북구,서울 성북구 장위2동 64-129(서울 성북구 돌곶이로 93)
143,정릉1호,서울,성북구,서울 성북구 정릉4동 285-4(서울 성북구 보국문로 68)
144,정릉2호,서울,성북구,서울 성북구 정릉동 175-24(서울 성북구 정릉로31길 32)
145,가락2호,서울,송파구,서울 송파구 가락동 75-7(서울 송파구 양재대로 62길 35 다우빌딩 1층)
146,거여가락1호,서울,송파구,서울 송파구 가락동 180-9(서울 송파구 문정로 143)
147,마천1호,서울,송파구,서울 송파구 거여동 32-6(서울 송파구 오금로 544 1층)
148,문정법조,서울,송파구,서울 송파구 문정동 620 송파푸르지오시티 B09호(서울 송파구 새말로 62(문정동))
149,방이2호,서울,송파구,서울 송파구 방이동 59-1(서울 송파구 오금로 11길 22)
150,방이역,서울,송파구,서울 송파구 오금동 41-23 성암빌딩 1층(서울 송파구 마천로 76 성암빌딩 1층)
151,석촌,서울,송파구,서울 송파구 석촌동 163-1(서울 송파구 백제고분로 39길 29)
152,송파1호,서울,송파구,서울 송파구 송파동 147(서울 송파구 가락로 212)
153,위례송파,서울,송파구,"서울 송파구 장지동 894 위례아이파크 상가1동 103호, 104호(서울 송파구 위례광장로 136 위례아이파크 상가1동 103호, 104호)"
154,잠실1호,서울,송파구,서울 송파구 잠실본동 313-8(서울 송파구 백제고분로 142)
155,잠실2호,서울,송파구,서울 송파구 신천동 11-4(서울 송파구 올림픽로35가길 9)
156,장지,서울,송파구,서울 송파구 문정동 102-1(서울 송파구 새말로 167)
157,풍납1호,서울,송파구,서울 송파구 풍납2동 405번지(서울 송파구 토성로 55)
158,목동1호,서울,양천구,서울 양천구 목동 797-3(서울 양천구 목동중앙서로 24)
159,목동2호,서울,양천구,"서울 양천구 목동 909-8 이화프라자 1층 101호(서울 양천구 목동동로 423, 이화프라자 1층 101호)"
160,목동오거리,서울,양천구,"서울 양천구 목동 940 현대아이파크상가 102(서울 양천구 목동로 230, 목동2차아이파크 상가 102호)"
161,신월2호,서울,양천구,서울 양천구 신월7동 972-6(서울 양천구 지양로 52)
162,신정1호,서울,양천구,서울 양천구 신정1동 1027-2(서울 양천구 신월로 326)
163,신트리,서울,양천구,"서울 양천구 신정동 1267 목동뉴프라자(서울 양천구 신정로 312, 목동뉴프라자)"
164,오목교,서울,양천구,"서울 양천구 신정동 1296 아이파크 상가 1층(서울 양천구 목동동로 180, 아이파크아파트 상가 1층)"
165,화곡1호,서울,양천구,서울 양천구 신월동 23-17(서울 양천구 화곡로 103)
166,당산1호,서울,영등포구,"서울 영등포구 영등포동8가 76-1 삼환@상가 112호(서울 영등포구 영중로 145, 삼환아파트 상가 112호)"
167,대림2호,서울,영등포구,서울 영등포구 대림3동 783-6(서울 영등포구 대림로 235)
168,문래,서울,영등포구,서울 영등포구 문래동3가 77-58(서울 영등포구 선유로 50)
169,신길1호,서울,영등포구,서울 영등포구 신길동 296-14(서울 영등포구 도신로 108)
170,신길2호,서울,영등포구,서울 영등포구 신길7동 674(서울 영등포구 여의대방로 177)
171,여의도,서울,영등포구,서울 영등포구 여의도동 44-31(서울 영등포구 여의대방로 67길 11)
172,영등포1호,서울,영등포구,서울 영등포구 도림동 76-24(서울 영등포구 도신로 145)
173,동부이촌,서울,용산구,서울 용산구 이촌1동 301-153 오성상가 103(서울 용산구 이촌로75길 22  오성상가 103 (이촌동))
174,보광,서울,용산구,서울 용산구 보광동 217-13(서울 용산구 장문로 81)
175,용문,서울,용산구,서울 용산구 용문동 28-26(서울 용산구 새창로 108)
176,후암,서울,용산구,서울 용산구 후암동 244-59(서울 용산구 후암로 28-1)
177,구산역,서울,은평구,서울 은평구 갈현2동 464-14(서울 은평구 연서로 157)
178,대조,서울,은평구,"서울 은평구 대조동 231 삼성타운 A 101호(서울 은평구 서오릉로 94, 삼성아파트 101호)"
179,불광1동,서울,은평구,"서울 은평구 불광동 554-1 라비앙프라자1층 101호(서울 은평구 불광로 60 (불광동,라비앙프라자1층 101호))"
180,신사1동,서울,은평구,서울 은평구 신사동 29-13(서울 은평구 은평로 22)
181,역촌1호,서울,은평구,서울 은평구 역촌동 55-1(서울 은평구 역말로 8)
182,연신내,서울,은평구,서울 은평구 불광동 484-72(서울 은평구 통일로 866-1)
183,은평뉴타운,서울,은평구,서울 은평구 진관동 은평도시개발사업지구 9단지 914동 상가 103호(서울 은평구 진관동 은평도시개발사업지구 9단지 914동 상가 103호)
184,응암1동,서울,은평구,서울 은평구 응암동 236-33(서울 은평구 백련산로 85(응암동))
185,증산,서울,은평구,서울 은평구 증산동 209-18(서울 은평구 증산서길 65)
186,대학로,서울,종로구,서울 종로구 명륜동4가 113-1(서울특별시 종로구 대학로11길 23)
187,숭인,서울,종로구,서울 종로구 숭인2동 183-13(서울 종로구 종로 385)
188,동대문1호,서울,중구,서울 중구 창신동 464-6(서울 종로구 종로 294)
189,신당1호,서울,중구,서울 중구 신당동 846(서울 중구 다산로 42나길 46)
190,망우본동,서울,중랑구,서울 중랑구 망우동 149-7(서울 중랑구 망우로 478-1)
191,면목1호,서울,중랑구,서울 중랑구 면목본동 72-43(서울 중랑구 겸재로 226-2)
192,면목2호,서울,중랑구,서울 중랑구 면목2동 191-126(서울 중랑구 중랑천로 50)
193,면목3호,서울,중랑구,서울 중랑구 면목동 1096-16(서울 중랑구 용마산로 297)
194,묵동,서울,중랑구,서울 중랑구 묵동 238-90(서울 중랑구 동일로 929)
195,상봉1호,서울,중랑구,서울 중랑구 상봉1동 268-34(서울 중랑구 상봉중앙로 34)
196,신내1호,서울,중랑구,"서울 중랑구 신내1동 571-26 1층 상가(서울 중랑구 신내로10길 4, 1층 상가)"
197,가야,부산,부산진구,부산 부산진구 가야동 478(부산 부산진구 엄광로 143)
198,감만,부산,남구,부산 남구 감만1동 158-6(부산 남구 우암로 53)
199,개금1호,부산,부산진구,부산 부산진구 개금동 2-1(부산 부산진구 백양대로 208번길 90)
200,개금2호,부산,부산진구,부산 부산진구 개금1동 201-6(부산 부산진구 가야대로 475)
201,거제법조,부산,연제구,부산 연제구 거제동 986-5(부산 연제구 아시아드대로 62)
202,광안2호,부산,수영구,부산 수영구 광안동 168-3(부산 수영구 수영로 538)
203,괘법,부산,사상구,부산 사상구 괘법동 516-1(부산 사상구 운산로 36)
204,괴정1호,부산,사하구,부산 사하구 괴정동 487-24(부산 사하구 괴정로 288)
205,구서1호,부산,금정구,부산 금정구 구서2동 1024-1(부산 금정구 금강로565번길 25)
206,구포1호,부산,북구,"부산 북구 구포3동 1228-1(부산 북구 시랑로101번길 38, A동 100호)"
207,국제신도시,부산,강서구,부산 강서구 명지동 3412-6(부산 강서구 명지국제8로 246)
208,기장1호,부산,기장군,부산 기장군 기장읍 동부리 150-18(부산 기장군 기장읍 차성로344번길 12)
209,남부민,부산,서구,부산 서구 남부민동 456-13(부산 서구 남부민동 456-13)
210,남산1호,부산,금정구,부산 금정구 남산동 99-6(부산 금정구 금강로 678-1)
211,다대1호,부산,사하구,부산 사하구 다대2동 85-5(부산 사하구 다송로 4)
212,다대2호,부산,사하구,부산 사하구 다대동 1014(부산 사하구 윤공단로75번길 43 102호)
213,당감,부산,부산진구,부산 부산진구 당감동 367-2(부산 부산진구 동평로 46)
214,당리괴정2호,부산,사하구,부산 사하구 괴정동 577-42(부산 사하구 낙동대로 310)
215,대교남항,부산,영도구,부산 영도구 남항동 2가 40(부산 영도구 남항로 6-1)
216,대신,부산,서구,부산 서구 대영로 30(부산 서구 서대신동1가 163-1)
217,국제신도시,부산,강서구,부산 강서구 명지동 3412-6(부산 강서구 명지국제8로 246)
218,명지신도시,부산,강서구,부산 강서구 명지동 3256-5(부산 강서구 명지오션시티8로30번길 26)
219,신호,부산,강서구,부산 강서구 신호동 317-15(부산 강서구 신호산단1로 76)
220,지사,부산,강서구,부산 강서구 지사동 1191-5(부산 강서구 과학산단로 334번길 8)
221,구서1호,부산,금정구,부산 금정구 구서2동 1024-1(부산 금정구 금강로565번길 25)
222,남산1호,부산,금정구,부산 금정구 남산동 99-6(부산 금정구 금강로 678-1)
223,부곡1호,부산,금정구,부산 금정구 부곡동 23-15(부산 금정구 무학송로 127)
224,부곡2호,부산,금정구,부산 금정구 부곡1동 324-20(부산 금정구 부곡로 92)
225,부산대,부산,금정구,부산 금정구 금강로 장전동 418-13(부산 금정구 금강로 270)
226,서동1호,부산,금정구,부산 금정구 서동 210-6(부산 금정구 서동로 182)
227,장전1호,부산,금정구,부산 금정구 장전동 134-19(부산 금정구 금강로 335번길 48)
228,기장1호,부산,기장군,부산 기장군 기장읍 동부리 150-18(부산 기장군 기장읍 차성로344번길 12)
229,정관1호,부산,기장군,부산 기장군 정관면 매학리(부산 기장군 정관면 구연3로 5 신세계프라자 102호)
230,정관2호,부산,기장군,부산 기장군 모전리 747-7(부산 기장군 정관읍 모전3길 2)
231,감만,부산,남구,부산 남구 감만1동 158-6(부산 남구 우암로 53)
232,대연1호,부산,남구,부산 남구 대연동 1013-8(부산 남구 유엔로 126-1)
233,대연2호,부산,남구,부산 남구 대연동 52-7(부산 남구 용소로 13번길 26)
234,메트로시티1호,부산,남구,부산 남구 용호동 176-30(부산 남구 분포로 113)
235,못골,부산,남구,부산 남구 대연동 1543-33(부산 남구 진남로 78)
236,문현2호,부산,남구,부산 남구 문현1동 127-56(부산 남구 고동골로 68)
237,용호1호,부산,남구,부산 남구 용호3동 495-46 1층(부산 남구 용호로 185)
238,범일1호,부산,동구,부산 동구 범일2동 833-2(부산 동구 조방로49번길 10)
239,수정1호,부산,동구,부산 동구 수정동 295-3(부산 동구 고관로 103)
240,초량,부산,동구,부산 동구 초량2동 489-4(부산 동구 중앙대로209번길 6)
241,명륜,부산,동래구,부산 동래구 명륜1동 673-9(부산 동래구 명륜로 177)
242,명장1호,부산,동래구,"부산 동래구 명장동 26-24번지 국제아파트 상가 106호(부산 동래구 충렬사로 81, 국제파크 상가 106호)"
243,복천,부산,동래구,부산 동래구 복천동 476-1(부산 동래구 동래로 128)
244,사직1호,부산,동래구,부산 동래구 사직동 137-5번지(부산 동래구 미남로 70)
245,사직2호,부산,동래구,부산 동래구 사직동 89-16(부산 동래구 사직로 60)
246,안락2호,부산,동래구,부산 동래구 안락동 670-13(부산 동래구 안남로 77)
247,온천1호,부산,동래구,부산 동래구 온천동 210-5번지(부산 동래구 금강공원로 30-1)
248,온천2호,부산,동래구,"부산 동래구 온천3동 1448-1 명보아파트 상가 가동 101호(부산 동래구 충렬대로86번길 62, 가동 101호)"
249,우방신세계,부산,동래구,부산 동래구 안락동 471-41(부산 동래구 명장로 137-1)
250,가야,부산,부산진구,부산 부산진구 가야동 478(부산 부산진구 엄광로 143)
251,개금1호,부산,부산진구,부산 부산진구 개금동 2-1(부산 부산진구 백양대로 208번길 90)
252,개금2호,부산,부산진구,부산 부산진구 개금1동 201-6(부산 부산진구 가야대로 475)
253,당감,부산,부산진구,부산 부산진구 당감동 367-2(부산 부산진구 동평로 46)
254,범천,부산,부산진구,부산 부산진구 범천동 1278-11(부산 부산진구 신암로 55-1)
255,서면,부산,부산진구,부산 부산진구 부전동 266-24(부산 부산진구 중앙대로 745-1)
256,양정,부산,부산진구,부산 부산진구 양정동 310-6(부산 부산진구 연수로 13-1)
257,연지,부산,부산진구,부산 부산진구 동평로 299(부산 부산진구 연지동 40-12)
258,초읍대공원,부산,부산진구,부산 부산진구 초읍동 288-6(부산 부산진구 새싹로 274-1)
259,구포1호,부산,북구,"부산 북구 구포3동 1228-1(부산 북구 시랑로101번길 38, A동 100호)"
260,덕천2호,부산,북구,부산 북구 덕천3동 781-2(부산 북구 덕천로 135)
261,만덕2호,부산,북구,부산 북구 만덕3동 915-6(부산 북구 만덕3로 44-1)
262,화명1호,부산,북구,"부산 북구 화명동 1417-15호 좌측(부산 북구 산성로12번길 72, 좌측)"
263,화명3호,부산,북구,"부산 북구 화명동 182-5(2층)(부산 북구 금곡대로 414, 2층)"
264,화명신도시,부산,북구,부산 북구 화명동 2266-1(부산 북구 금곡대로 303번길 94)
265,괘법,부산,사상구,부산 사상구 괘법동 516-1(부산 사상구 운산로 36)
266,덕포,부산,사상구,부산 사상구 덕포동 420-4(부산 사상구 사상로 304)
267,동서대,부산,사상구,부산 사상구 주례동 55-176(부산 사상구 냉정로 125)
268,모라,부산,사상구,부산 사상구 모라동 1349-(부산 사상구 백양대로 937)
269,신주례,부산,사상구,부산 사상구 주례2동 3-17(부산 사상구 백양대로 328)
270,엄궁,부산,사상구,부산 사상구 엄궁동 40-94(부산 사상구 엄궁북로 39)
271,학장,부산,사상구,부산 사상구 학장동 579-9(부산 사상구 대동로 117)
272,괴정1호,부산,사하구,부산 사하구 괴정동 487-24(부산 사하구 괴정로 288)
273,다대1호,부산,사하구,부산 사하구 다대2동 85-5(부산 사하구 다송로 4)
274,다대2호,부산,사하구,부산 사하구 다대동 1014(부산 사하구 윤공단로75번길 43 102호)
275,당리괴정2호,부산,사하구,부산 사하구 괴정동 577-42(부산 사하구 낙동대로 310)
276,신평1호,부산,사하구,부산 사하구 신평동 71-15(부산 사하구 다대로 141-1)
277,장림,부산,사하구,부산 사하구 장림동 590(부산 사하구 장평로 111)
278,하단1호,부산,사하구,부산 사하구 하단2동 506-15(부산 사하구 낙동대로 512)
279,하단2호,부산,사하구,부산 사하구 하단동 602-7(부산 사하구 동매로 30-1)
280,국제신도시,부산,강서구,부산 강서구 명지동 3412-6(부산 강서구 명지국제8로 246)
